"doi","year","journal"
"10.1037/0022-3514.51.1.16",1986,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.51.1.16",1986,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.51.1.16",1986,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.51.1.16",1986,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.51.1.16",1986,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.51.1.16",1986,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.51.1.16",1986,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.51.1.16",1986,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.51.1.16",1986,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.51.1.16",1986,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.51.1.16",1986,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.51.1.16",1986,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.51.1.16",1986,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.51.1.16",1986,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.51.1.16",1986,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.51.1.16",1986,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.51.1.16",1986,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.51.1.16",1986,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.51.1.16",1986,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.51.1.16",1986,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.51.1.16",1986,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.51.1.5",1986,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.51.1.5",1986,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.51.1.5",1986,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.51.1.5",1986,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.51.1.5",1986,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.51.1.5",1986,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.51.1.5",1986,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.51.1.5",1986,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.51.1.5",1986,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.51.1.5",1986,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.51.1.5",1986,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.51.1.5",1986,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.51.1.5",1986,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.51.1.5",1986,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.51.1.5",1986,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.51.1.5",1986,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.52.1.18",1987,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.52.1.18",1987,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.52.1.18",1987,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.52.1.18",1987,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.52.1.18",1987,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.52.1.18",1987,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.52.1.18",1987,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.52.1.18",1987,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.52.1.18",1987,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.52.1.18",1987,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.52.1.18",1987,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.52.1.18",1987,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.52.1.18",1987,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.52.1.18",1987,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.52.1.5",1987,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.52.1.5",1987,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.52.1.5",1987,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.52.1.5",1987,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.52.1.5",1987,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.52.1.5",1987,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.52.1.5",1987,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.52.1.5",1987,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.52.1.5",1987,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.52.1.5",1987,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.52.1.5",1987,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.52.1.5",1987,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.52.1.5",1987,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.52.1.5",1987,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.52.1.5",1987,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.52.1.5",1987,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.52.1.5",1987,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.52.1.5",1987,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.52.1.5",1987,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.54.1.13",1988,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.54.1.13",1988,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.54.1.13",1988,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.54.1.13",1988,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.54.1.13",1988,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.54.1.13",1988,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.54.1.13",1988,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.54.1.13",1988,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.54.1.13",1988,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.54.1.13",1988,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.54.1.13",1988,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.54.1.13",1988,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.54.1.13",1988,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.54.1.13",1988,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.54.1.13",1988,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.54.1.13",1988,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.54.1.13",1988,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.54.1.13",1988,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.54.1.13",1988,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.54.1.13",1988,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.54.1.13",1988,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.54.1.13",1988,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.54.1.13",1988,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.54.1.13",1988,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.54.1.13",1988,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.54.1.13",1988,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.54.1.13",1988,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.54.1.13",1988,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.54.1.13",1988,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.55.1.12",1988,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.55.1.12",1988,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.55.1.12",1988,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.55.1.12",1988,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.55.1.12",1988,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.55.1.12",1988,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.55.1.12",1988,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.55.1.12",1988,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.55.1.12",1988,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.55.1.12",1988,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.55.1.12",1988,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.55.1.12",1988,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.55.1.12",1988,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.55.1.12",1988,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.55.1.12",1988,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.55.1.12",1988,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.55.1.12",1988,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.55.1.12",1988,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.55.1.12",1988,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.55.1.12",1988,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.55.1.12",1988,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.55.1.12",1988,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.55.1.12",1988,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.55.1.12",1988,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.55.1.12",1988,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.55.1.12",1988,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.55.1.12",1988,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.55.1.12",1988,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.55.1.12",1988,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.55.1.12",1988,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.55.1.12",1988,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.55.1.12",1988,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.55.1.12",1988,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.55.1.12",1988,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.55.1.12",1988,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.55.1.12",1988,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.55.1.12",1988,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.55.1.12",1988,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.55.1.12",1988,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.55.1.12",1988,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.55.1.12",1988,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.55.1.12",1988,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.55.1.12",1988,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.55.1.5",1988,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.55.1.5",1988,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.55.1.5",1988,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.55.1.5",1988,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.55.1.5",1988,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.55.1.5",1988,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.55.1.5",1988,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.55.1.5",1988,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.59.1.5",1990,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.59.1.5",1990,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.59.1.5",1990,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.59.1.5",1990,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.59.1.5",1990,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.59.1.5",1990,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.59.1.5",1990,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.59.1.5",1990,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.59.1.5",1990,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.59.1.5",1990,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.59.1.5",1990,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.59.1.5",1990,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.59.1.5",1990,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.59.1.5",1990,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.59.1.5",1990,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.59.1.5",1990,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.59.1.5",1990,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.59.1.5",1990,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.59.1.5",1990,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.59.1.5",1990,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.59.1.5",1990,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.59.1.5",1990,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.59.1.5",1990,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.59.1.5",1990,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.59.1.5",1990,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.59.1.5",1990,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.59.1.5",1990,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.59.1.5",1990,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.59.1.5",1990,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.59.1.5",1990,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.59.1.5",1990,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.59.1.5",1990,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.59.1.5",1990,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.59.1.5",1990,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.63.1.5",1992,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.63.1.5",1992,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.63.1.5",1992,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.63.1.5",1992,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.63.1.5",1992,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.63.1.5",1992,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.63.1.5",1992,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.63.1.5",1992,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.63.1.5",1992,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.63.1.5",1992,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.63.1.5",1992,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.63.1.5",1992,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.63.1.5",1992,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.63.1.5",1992,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.65.1.18",1993,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.65.1.18",1993,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.65.1.18",1993,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.65.1.18",1993,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.65.1.18",1993,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.65.1.18",1993,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.65.1.18",1993,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.65.1.18",1993,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.65.1.18",1993,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.65.1.18",1993,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.65.1.18",1993,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.65.1.18",1993,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.65.1.18",1993,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.65.1.18",1993,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.65.1.18",1993,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.65.1.18",1993,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.65.1.18",1993,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.65.1.18",1993,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.65.1.18",1993,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.65.1.18",1993,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.65.1.18",1993,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.65.1.18",1993,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.65.1.18",1993,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.65.1.18",1993,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.65.1.18",1993,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.65.1.18",1993,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.65.1.18",1993,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.65.1.18",1993,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.65.1.18",1993,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.65.1.18",1993,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.65.1.18",1993,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.65.1.18",1993,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.65.1.18",1993,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.65.1.18",1993,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.65.1.18",1993,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.65.1.18",1993,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.65.1.18",1993,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.65.1.18",1993,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.65.1.18",1993,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.65.1.18",1993,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.65.1.18",1993,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.65.1.18",1993,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.65.1.18",1993,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.65.1.18",1993,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.65.1.18",1993,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.65.1.18",1993,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.65.1.18",1993,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.65.1.18",1993,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.65.1.18",1993,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.65.1.18",1993,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.65.1.18",1993,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.65.1.18",1993,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.65.1.18",1993,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.65.1.18",1993,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.65.1.18",1993,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.65.1.18",1993,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.65.1.18",1993,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.65.1.18",1993,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.65.1.18",1993,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.65.1.18",1993,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.65.1.18",1993,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.65.1.18",1993,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.65.1.5",1993,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.65.1.5",1993,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.65.1.5",1993,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.65.1.5",1993,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.65.1.5",1993,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.65.1.5",1993,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.65.1.5",1993,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.65.1.5",1993,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.65.1.5",1993,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.65.1.5",1993,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.65.1.5",1993,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.65.1.5",1993,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.65.1.5",1993,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.65.1.5",1993,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.65.1.5",1993,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.65.1.5",1993,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.65.1.5",1993,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.65.1.5",1993,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.65.1.5",1993,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.65.1.5",1993,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.66.1.5",1994,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.66.1.5",1994,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.66.1.5",1994,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.66.1.5",1994,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.66.1.5",1994,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.66.1.5",1994,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.66.1.5",1994,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.66.1.5",1994,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.66.1.5",1994,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.66.1.5",1994,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.66.1.5",1994,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.66.1.5",1994,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.66.1.5",1994,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.66.1.5",1994,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.66.1.5",1994,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.66.1.5",1994,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.66.1.5",1994,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.66.1.5",1994,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.66.1.5",1994,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.66.1.5",1994,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.66.1.5",1994,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.66.1.5",1994,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.66.1.5",1994,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.66.1.5",1994,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.66.1.5",1994,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.66.1.5",1994,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.66.1.5",1994,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.66.1.5",1994,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.66.1.5",1994,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.66.1.5",1994,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.66.1.5",1994,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.66.1.5",1994,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.66.1.5",1994,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.66.1.5",1994,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.66.1.5",1994,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.66.1.5",1994,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.66.1.5",1994,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.66.1.5",1994,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.66.1.5",1994,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.66.1.5",1994,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.66.1.5",1994,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.66.1.5",1994,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.66.1.5",1994,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.66.1.5",1994,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.66.1.5",1994,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.66.1.5",1994,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.66.1.5",1994,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.66.1.5",1994,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.68.1.5",1995,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.68.1.5",1995,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.68.1.5",1995,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.68.1.5",1995,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.68.1.5",1995,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.68.1.5",1995,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.68.1.5",1995,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.68.1.5",1995,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.68.1.5",1995,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.68.1.5",1995,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.68.1.5",1995,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.68.1.5",1995,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.68.1.5",1995,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.69.1.16",1995,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.69.1.16",1995,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.69.1.16",1995,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.69.1.16",1995,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.69.1.16",1995,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.69.1.16",1995,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.69.1.16",1995,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.69.1.16",1995,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.69.1.16",1995,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.69.1.16",1995,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.69.1.16",1995,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.69.1.16",1995,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.69.1.16",1995,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.69.1.16",1995,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.69.1.16",1995,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.69.1.16",1995,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.69.1.16",1995,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.69.1.16",1995,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.69.1.5",1995,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.69.1.5",1995,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.69.1.5",1995,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.69.1.5",1995,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.69.1.5",1995,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.69.1.5",1995,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.69.1.5",1995,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.69.1.5",1995,"Journal of Personality and Social Psychology"
"10.1037/0022-3514.69.1.5",1995,"Journal of Personality and Social Psychology"
